id,code,name,region
53687,52048295,海南省安宁医院,海南
53688,52048829,四川大学华西口腔医院,四川
53689,52048830,青川县人民医院,四川
53690,52048998,上海市精神卫生中心,上海
53691,52035019,高州市中医院,广东
53692,52049063,合肥市第一人民医院南区,安徽
53693,52024060,中山大学附属第一医院,广东
53694,52024061,中山大学孙逸仙纪念医院,广东
53695,52048897,唐山市传染病医院,河北
53696,52049021,湖州市德清县中医院,浙江
53697,52049066,淮南市新华医疗集团北方医院,安徽
53698,52024079,珠海惠爱医院,广东
53699,52048367,山东大学附属生殖医院,山东
53700,52048931,黑龙江省武警总队医院,黑龙江
53701,52035187,大连英特尔SOS医务室,辽宁
53702,52024094,浙江大学医学院附属妇产科医院,浙江
53703,52040267,建平县医院,辽宁
53704,52032171,北京大学深圳医院,广东
53705,52040089,九江市第一人民医院,江西
53706,52040090,玉山县中医院,江西
53707,52049248,惠州市第三人民医院,广东
53708,52049251,三明市第一医院三钢分院,福建
53709,52048994,临海市第一人民医院医疗卫生服务共同体,浙江
53710,52049262,河源市源城区人民医院,广东
53711,52049089,天台县人民医院,浙江
53712,52049087,汕尾市海丰县红十会门诊部,广东
53713,52049149,重庆市九龙坡区人民医院,重庆
53714,52039885,阳城县中医院,山西
53715,52033084,新疆生产建设兵团第六师奇台医院,新疆
53716,52033111,德阳市第二人民医院,四川
53717,52049070,济南市第三人民医院,山东
53718,52040521,舟山市普陀区人民医院,浙江
53719,52040298,青岛国际旅行卫生保健中心（青岛海关口岸门诊部）,山东
53720,52049253,柳州二空医院,广西
53721,52049242,西安美年大健康管理有限公司,陕西
53722,52049351,常德市妇幼保健院,湖南
53723,52049151,广州市南沙区妇幼保健院（总院）,广东
53724,52040596,北京儿童医院顺义妇儿医院,北京
53725,52040889,北京中医药大学附属护国寺中医医院,北京
53726,52049362,邵阳市武冈展辉医院,湖南
53727,52040518,浙江大学,浙江
53728,52040862,定边县人民医院,陕西
53729,52022467,福州市第一医院,福建
53730,52040890,义乌市妇幼保健院,浙江
53731,52041053,南方医科大学皮肤病医院、广东省皮肤病医院,广东
53732,52040891,开滦总医院林西医院,河北
53733,52041054,厦门大学附属第一医院,福建
53734,52041065,江西中医药大学附属医院,江西
53735,52041073,将乐县总医院,福建
53736,52041066,韶关市中医院,广东
53737,52041187,河池市第四人民医院,广西
53738,52022505,广东省第二人民医院,广东
53739,52040824,南昌艾迪康医学检验实验室有限公司,江西
53740,52040852,沈阳医学院附属第二医院,辽宁
53741,52038473,东营市第二人民医院,山东
53742,52041074,成都市妇女儿童中心医院,四川
53743,52049264,漳浦县医院,福建
53744,52049359,厦门艾德生物医药科技股份有限公司,福建
53745,52049381,合肥市妇幼保健院,安徽
53746,52049385,广州南沙奥园中医门诊部有限公司,广东
53747,52049394,宿州市第一人民医院,安徽
53748,52049415,武汉康圣达医学检验所有限公司,湖北
53749,52049389,浙江省嘉善县第一人民医院,浙江
53750,52033271,重庆市南川区人民医院,重庆
53751,52039139,天津市海河医院,天津
53752,52039716,淄博市淄川区中医院,山东
53753,52033420,重庆西南铝医院,重庆
53754,52048936,重庆庆福医院,重庆
53755,52048939,达州华康医院,四川
53756,52048978,海南妇产科医院,海南
53757,52049522,公主岭市第三人民医院,吉林
53758,52039573,新疆维吾尔自治区阿克苏地区第二人民医院,新疆
53759,52033570,通化市中心医院,吉林
53760,52033571,中国医科大学附属盛京医院,辽宁
53761,52033817,上海合川莱茵中医医院,上海
53762,52033429,蕲春县人民医院,湖北
53763,52033285,云南省玉溪市人民医院,云南
53764,52033993,福建省妇幼保健院,福建
53765,52033815,启东市人民医院,江苏
53766,52034318,延安瑞康体检中心,陕西
53767,52034033,郑州大学第一附属医院,河南
53768,52041853,广州医科大学附属第三医院,广东
53769,52042025,东莞市横沥医院,广东
53770,52042146,浙江体育职业技术学院,浙江
53771,52042474,南京鼓楼医院集团安庆市石化医院有限公司,安徽
53772,52033270,济南北城医院,山东
53773,52041568,吉林省前卫医院,吉林
53774,52041946,中国人民解放军联勤保障部队第九二八医院,海南
53775,52042026,景德镇市第一人民医院,江西
53776,52034328,ATLab公司,上海
53777,52034856,北京大学第三医院北方院区,北京
53778,52042229,华润武钢总医院,湖北
53779,52041437,宝鸡市妇幼保健院,陕西
53780,52034858,中国政法大学校医院,北京
53781,52035186,北京高瑞诊所,北京
53782,52041477,平南县第二人民医院,广西
53783,52042455,重庆市合川区人民医院,重庆
53784,52041764,兴县医疗集团（兴县人民医院）（兴县医疗集团人民医院）,山西
53785,52034861,邯郸矿务局郭二庄煤矿医院,河北
53786,52034039,成都安生美健康管理有限公司,四川
53787,52034322,中南大学湘雅三医院,湖南
53788,52034038,崇左市人民医院,广西
53789,52034116,重庆市丰都县人民医院,重庆
53790,52035216,绍兴市第七人民医院,浙江
53791,52035571,北流市人民医院,广西
53792,52038568,沧州市人民医院,河北
53793,52034329,北京佳亿家健康科技有限公司,北京
53794,52034319,保定涿州宝石花医院,河北
53795,52034320,齐齐哈尔市北满特钢职工医院,黑龙江
53796,52034324,武汉康龙逸君健康体检中心,湖北
53797,52035455,解放军报社门诊部,北京
53798,52039107,苏州市第五人民医院,江苏
53799,52038614,北京维特奥健康管理控股有限公司,北京
53800,52038835,上海迪安医学检验所有限公司,上海
53801,52033847,武汉市武昌医院,湖北
53802,52042808,沈阳市妇婴医院,辽宁
53803,52049671,上海市松江区人口和计划生育指导中心,上海
53804,52049073,新泰市第二人民医院,山东
53805,52043090,阿坝藏族羌族自治州人民医院,四川
53806,52043091,重庆大学附属三峡医院御安分院,重庆
53807,52049286,义马煤业(集团)有限责任公司总医院,河南
53808,52049874,蓬莱市中医医院,山东
53809,52049344,承德市兴隆县人民医院,河北
53810,52049459,涿州市中医医院,河北
53811,52049374,青阳县人民医院,安徽
53812,52049706,济南国际旅行卫生保健中心,山东
53813,52049723,山东省立医院东院区,山东
53814,52049846,呼和浩特市石化医院,内蒙古
53815,52049504,攸县中医院,湖南
53816,52049817,玉溪市第三人民医院,云南
53817,52049873,临沂市临沭县中医医院,山东
53818,52049876,武汉迪安医学检验实验室有限公司,湖北
53819,52049583,郑州大学第三附属医院,河南
53820,52049146,绍兴市柯桥区中医医院,浙江
53821,52049259,南华大学附属南华医院,湖南
53822,52049356,江门出入境检验检疫局,广东
53823,52040810,中科器进出口深圳有限公司,广东
53824,52040823,常熟市第二人民医院,江苏
53825,52040844,复旦大学医学院医学研究院,上海
53826,52040610,宁波市北仑区第二人民医院,浙江
53827,52035184,广州复能基因有限公司,广东
53828,52039267,鹤山市人民医院,广东
53829,52039265,赤峰学院附属医院,内蒙古
53830,52022456,南方医科大学顺德医院附属陈村医院,广东
53831,52022458,佛山市妇幼保健院,广东
53832,52022485,浦东新区高行社区卫生服务中心,上海
53833,52022501,茂名石化医院,广东
53834,52042499,银川国龙骨科医院,宁夏
53835,52042233,中国人民解放军第十一医院,新疆
53836,52049844,大连维特奥健康管理有限公司,辽宁
53837,52049181,大连机车医院,辽宁
53838,52040972,中华人民共和国天津海关,天津
53839,52042807,五常中医医院,黑龙江
53840,52042854,哈尔滨工业大学一校区医院,黑龙江
53841,52043093,天津市安定医院,天津
53842,52042662,黑龙江省中医药科学院(黑龙江省中医医院),黑龙江
53843,52042664,中国人民解放军61046部队门诊部,北京
53844,52022480,中山大学附属肿瘤医院甘肃医院,甘肃
53845,52042628,宜昌市夷陵医院,湖北
53846,52043214,赣南师范学院,江西
53847,52043207,信宜市妇幼保健院,广东
53848,52043201,厦门市出入境检验检疫局,福建
53849,52043212,武警广东省总队医院,广东
53850,52042966,北京市石景山区五里坨医院,北京
53851,52043289,四川省骨科医院,四川
53852,52043235,惠州华康骨伤医院（惠州华康医院）,广东
53853,52043415,简阳市人民医院,四川
53854,52049558,江苏宏泰格尔生物医学工程有限公司,江苏
53855,52049560,中国科学院上海药物研究所,上海
53856,52022524,广西壮族自治区民族医院,广西
53857,52022534,广州市计划生育宣传技术指导所,广东
53858,52050402,黑河市嫩江县山河屯农场职工医院,黑龙江
53859,52049880,沧州市沧县医院,河北
53860,52050121,保定市第一中医院,河北
53861,52050122,北京大学第三医院秦皇岛医院,河北
53862,52050541,台州市中西医结合医院,浙江
53863,52042145,上海中医药大学,上海
53864,52035579,上海市杨浦区中心医院,上海
53865,52035207,武警山西总医院,山西
53866,52042658,绍兴市上虞第二人民医院,浙江
53867,52043228,上海市华美女子医院,上海
53868,52041569,中国人民解放军联勤保障部队第九六六医院,辽宁
53869,52038832,南京明基医院,江苏
53870,52038833,上海体育大学,上海
53871,52050216,上海市内分泌代谢病研究所,上海
53872,52050333,正大天晴药业集团股份有限公司,江苏
53873,52050550,黄骅市人民医院,河北
53874,52041763,杭锦后旗医院,内蒙古
53875,52039137,北京迪安医学检验实验室有限公司,北京
53876,52050447,杭州市临平区妇幼保健院,浙江
53877,52050688,东莞市石排医院,广东
53878,52050622,临安市中医院,浙江
53879,52043650,柳城县人民医院,广西
53880,52050893,潍坊市益都中心医院（古城院区）,山东
53881,52039468,吉林大学第一医院,吉林
53882,52043453,成都市双流区第一人民医院,四川
53883,52039541,上海四一一医院,上海
53884,52042891,烟台业达医院,山东
53885,52043096,山东省枣庄矿业集团滕南医院,山东
53886,52043153,青岛市第三人民医院,山东
53887,52039381,枣庄市立医院,山东
53888,52039463,山东电力中心医院,山东
53889,52050800,綦江县人民医院,重庆
53890,52040081,常德市第一人民医院,湖南
53891,52039749,朝阳市中心医院,辽宁
53892,52039763,平湖市中医院,浙江
53893,52039825,苍南县第三人民医院,浙江
53894,52040094,嵊州市中医院,浙江
53895,52040154,无锡市人民医院,江苏
53896,52039268,东莞仁康医院有限公司,广东
53897,52043332,仁化县人民医院,广东
53898,52043390,河北医科大学第三医院,河北
53899,52043397,中国农业大学,北京
53900,52043454,青岛西海岸新区中医医院（青岛市黄岛区中医医院）,山东
53901,52049896,淮安市盱眙县人民医院,江苏
53902,52050211,江阴市长寿医院,江苏
53903,52050417,天津市环湖医院,天津
53904,52043723,青岛市内分泌糖尿病医院,山东
53905,52043652,广西医科大学第一附属医院,广西
53906,52039465,大连大学附属新华医院,辽宁
53907,52050416,长治市中医院,山西
53908,52043538,乐平市人民医院,江西
53909,52043552,蓬安县人民医院,四川
53910,52043594,平顶山市第四人民医院,河南
53911,52043806,河北北方学院附属第二医院,河北
53912,52044108,中国医科大学附属盛京医院滑翔分院,辽宁
53913,52043936,四川省第三人民医院,四川
53914,52044118,海宁市中医院,浙江
53915,52043807,北京爱普益医学检验中心有限公司,北京
53916,52043782,沂南县人民医院,山东
53917,52044315,济南迪安医学检验中心有限公司,山东
53918,52050540,成都市双流区中医医院,四川
53919,52044260,云南省怒江人民医院,云南
53920,52044121,抚顺市中心医院,辽宁
53921,52050623,青岛静康医院,山东
53922,52050763,迁安市人民医院,河北
53923,52050973,鄂尔多斯计生指导站,内蒙古
53924,52050634,威海市立医院南院区,山东
53925,52050807,昆明科灵生物科技有限公司,云南
53926,52043715,太仓市第一人民医院,江苏
53927,52039723,云南大学附属医院,云南
53928,52039660,邵阳学院附属第二医院,湖南
53929,52043659,临汾市第二人民医院,山西
53930,52050795,淮安市金湖县中医院,江苏
53931,52044442,广州市仁爱医院,广东
53932,52039932,江阴市中医院,江苏
53933,52040093,华北理工大学附属医院,河北
53934,52050813,昆山市中西医结合医院,江苏
53935,52050814,昆山市第三人民医院,江苏
53936,52039764,东营市第五人民医院,山东
53937,52040363,泸州市中医医院,四川
53938,52050916,库尔勒市第二人民医院,新疆
53939,52051142,惠州市中医院菱湖院区,广东
53940,52040082,中南大学湘雅医学院医学遗传学国家重点实验室,湖南
53941,52051004,武警陕西省总队医院,陕西
53942,52051141,伊丽莎白妇产医院,广东
53943,52051514,宜宾市矿山急救医院,四川
53944,52051126,锦州市黑山县中医院,辽宁
53945,52051663,江苏澳洋健康管理有限公司,江苏
53946,52051042,益阳市妇幼保健院（新院）,湖南
53947,52051233,深圳市坪山区人民医院,广东
53948,52051266,武汉市江夏区第一人民医院,湖北
53949,52051423,沧州市献县中医院,河北
53950,52051706,邢台市第二医院,河北
53951,52050918,安庆市中医医院,安徽
53952,52050955,陕西省中医医院,陕西
53953,52051163,广西金域医学检验实验室有限公司,广西
53954,52051586,射洪市中医院,四川
53955,52051588,成都市新都区中医院,四川
53956,52050956,北京中医药大学东直门医院东院,北京
53957,52051796,仁寿县人民医院,四川
53959,52051824,广州复大医疗有限公司复大肿瘤医院（海珠院区）,广东
53960,52051835,上海中医药大学附属岳阳医院崇明分院,上海
53961,52051880,盖州市中心医院,辽宁
53962,52051849,岳阳市人民医院,湖南
53963,52051894,大邑县人民医院,四川
53964,52051839,赤峰市安定医院,内蒙古
53965,52051863,瑞安市计量测试检定所,浙江
53966,52051937,番禺岐山医院,广东
53967,52051843,沈阳市慈济医院,辽宁
53968,52051900,芦溪县人民医院,江西
53969,52051933,南方医科大学口腔医院,广东
53970,52051950,苍梧县人民医院,广西
53971,52051990,中国人民解放军第五三三医院,云南
53972,52051920,北京市西城区平安医院,北京
53973,52052018,平度市第四人民医院,山东
53974,52051967,大连市旅顺口区人民医院,辽宁
53975,52051973,四川省林业局中心医院,四川
53976,52051964,江西桑海经济技术开发区医院,江西
53977,52051910,抚松县人民医院,吉林
53978,52052021,潍坊市人民医院脑科医院,山东
53979,52051165,广东医科大学附属第二医院,广东
53980,52051947,深圳华侨城医院,广东
53981,52051999,东莞市高埗医院,广东
53982,52052000,惠州市妇幼保健院江北分院,广东
53983,52044359,南方医科大学第三附属医院、广东省骨科医院,广东
53984,52044439,泉州市第一医院,福建
53985,52052004,南昌康桥体检中心,江西
53986,52051989,红河州第三人民医院,云南
53987,52052035,美之源整形医院,上海
53988,52052044,安徽大千生物工程有限公司,安徽
53989,52052007,东昌府区人民医院,山东
53990,52040189,深圳市福田区妇幼保健院,广东
53991,52040247,郑州市第六人民医院,河南
53992,52052079,北京朝阳区大屯医院,北京
53993,52040285,东莞东华医院旗峰分院,广东
53994,52044261,临沂市河东区妇幼保健医院,山东
53995,52044441,青岛市黄岛区妇幼保健院,山东
53996,52044451,西安交通大学第一附属医院榆林医院,陕西
53997,52044452,榆林市第一医院,陕西
53998,52044470,深圳华大生命科学研究院,广东
53999,52051953,黄石市中医医院,湖北
54000,52044431,新余钢铁有限公司中心医院,江西
54001,52044625,重庆国际旅行卫生保健中心,重庆
54002,52052386,广州市荔湾区华林街社区卫生服务中心,广东
54003,52052574,暨南大学校门诊部,广东
54004,52052099,北京豪迈生物工程股份有限公司,北京
54005,52044471,中国农业科学院油料作物研究所,湖北
54006,52040294,厦门湖里国宇门诊部,福建
54007,52052071,北京北化康泰临床试剂有限公司,北京
54008,52052175,北京维通博际医药研发有限公司,北京
54009,52052489,杭州金顺医疗器械有限公司,浙江
54010,52052492,杭州市下城区中西医结合医院,浙江
54011,52051428,葫芦岛宝石花医院有限公司,辽宁
54012,52052421,广州铁道部石门休养院,广东
54013,52052644,雷州市妇幼保健院,广东
54014,52052740,南湾预防保健所卫生监督分所,广东
54015,52052339,广州东林生物科技有限公司,广东
54016,52052381,广州市越秀区精艺科技中心,广东
54017,52052583,五邑中医院恩平分院,广东
54018,52052917,四川省人民医院草堂病区,四川
54019,52053030,西安市医学科学研究所科技服务部,陕西
54020,52053087,广州市越秀区第二中医医院,广东
54021,52053097,云南省医疗器械检验所,云南
54022,52052868,深圳市博卡生物技术有限公司,广东
54023,52053375,上海市东方医院南院,上海
54024,52052970,天津美年医院,天津
54025,52052859,绍兴市临检中心,浙江
54026,52053377,潜山市立医院,安徽
54027,52053383,天长市人民医院,安徽
54028,52053394,池州市青阳县中医医院,安徽
54029,52053115,浙江夸克生物科技有限公司,浙江
54030,52040151,临夏回族自治洲人民医院,甘肃
54031,52040424,济南金域医学检验实验室有限公司,山东
54032,52044443,福州福兴妇产医院有限公司,福建
54033,52040297,玉环市第二人民医院(玉环市第二人民医院健共体集团),浙江
54034,52040712,广西医科大学附属武鸣医院,广西
54035,52040710,中国人民解放军陆军第七十四集团军医院,广东
54036,52051800,南京健康园门诊部有限公司,江苏
54037,52051708,眉山心脑血管病医院,四川
54038,52040713,尤溪县总医院,福建
54039,52040818,盈江县人民医院,云南
54040,52041075,克拉玛依市第二人民医院,新疆
54041,52041056,惠安县妇幼保健院,福建
54042,52040714,武汉华科生殖专科医院,湖北
54043,52041188,广西壮族自治区体工医院,广西
54044,52041191,佛山市顺德区伍仲珮纪念医院,广东
54045,52041114,营口经济技术开发区中心医院(营口市人民医院),辽宁
54046,52041049,中山大学公共卫生学院,广东
54047,52041217,福州市晋安区医院,福建
54048,52044627,内蒙古赤峰市翁牛特旗人民医院,内蒙古
54049,52044704,北京市中关村医院(中国科学院中关村医院),北京
54050,52044951,宣城市人民医院,安徽
54051,52044615,都江堰市人民医院,四川
54052,52041055,遵义医科大学第五附属（珠海）医院,广东
54053,52044790,桂林医学院第二附属医院,广西
54054,52041198,南昌长庚健康体检服务有限公司,江西
54055,52044783,河北省沧州中西医结合医院,河北
54056,52044953,东莞市水乡中心医院,广东
54057,52041079,上海江船健航门诊部有限公司,上海
54058,52041194,国药葛洲坝中心医院,湖北
54059,52041436,襄阳市中医医院,湖北
54060,52041189,中山市南朗医院,广东
54061,52051890,常熟市计量测试所,江苏
54062,52051943,高州市妇幼保健院,广东
54063,52051814,浙江省立同德医院,浙江
54064,52051980,淄博市张店区中医院,山东
54065,52052025,无锡出入境检验检疫局,江苏
54066,52052028,吴江市计量测试所,江苏
54067,52052014,重庆三博长安医院,重庆
54068,52052029,中山市疾病预防控制中心,广东
54069,52041280,上海睿智化学研究有限公司,上海
54070,52045164,邯郸市第一医院,河北
54071,52051968,大连市第七人民医院,辽宁
54072,52044968,桑植县人民医院,湖南
54073,52044970,烟台市北海医院(烟台市呼吸病医院),山东
54074,52045105,江苏盛泽医院新院区,江苏
54075,52052060,宝应县第二人民医院,江苏
54076,52045130,广东凯普生物科技股份有限公司,广东
54077,52053495,上杭县医院,福建
54078,52053695,永定县中医院,福建
54079,52053766,浙江省人民医院毕节医院（毕节市第一人民医院）,贵州
54080,52045406,南宁市第三人民医院,广西
54081,52053400,西宁市第三人民医院,青海
54082,52053484,江门市第二人民医院,广东
54083,52053530,梅县妇幼保健院,广东
54084,52045273,清华大学,北京
54085,52045660,成都博奥独立医学实验室有限公司,四川
54086,52053746,中山火炬开发区人民医院,广东
54087,52053523,临澧县人民医院,湖南
54088,52045277,湖州市安吉县人民医院,浙江
54089,52053376,新泰市人民医院,山东
54090,52053493,上海申江医院有限公司,上海
54091,52053652,上海亲和源医院,上海
54092,52053653,上海瑞和门诊部,上海
54093,52053745,宁波市中医院,浙江
54094,52045429,南京艾迪康医学检验所有限公司,江苏
54095,52045511,三门县中医院,浙江
54096,52045510,黑龙江中医药大学药物安全性评价中心,黑龙江
54097,52053751,北京中医医院延庆医院,北京
54098,52053770,河北省宁晋县医院,河北
54099,52045662,陵水黎族自治县人民医院,海南
54100,52045665,深圳市第二人民医院,广东
54101,52045403,海丰县彭湃纪念医院,广东
54102,52045669,北京市朝阳区和平医院,北京
54103,52045288,肇庆市端州区妇幼保健院,广东
54104,52045432,汕头大学医学院,广东
54105,52045466,广州医科大学附属口腔医院(广州医科大学羊城医院),广东
54106,52052532,湖东镇医院,江苏
54107,52052584,江苏省电力公司高级培训中心,江苏
54108,52052702,南京汇标生物科技有限公司,江苏
54109,52052848,上海市医疗器械检验研究院,上海
54110,52052407,广州市卫盈通科技有限公司,广东
54111,52052547,惠州市监狱,广东
54112,52052922,四川省新成生物科技有限责任公司,四川
54113,52053893,仙桃市计划生育服务站,湖北
54114,52052924,四川石油管理局川中石油天然气勘探开发公司,四川
54115,52052973,天津信鸿医疗科技有限公司,天津
54116,52053784,中国人民武装警察部队四川省总队成都医院,四川
54117,52053787,四川省第五人民医院,四川
54118,52053788,四川大学望江医院,四川
54119,52053789,成都市新都区第二人民医院,四川
54120,52052296,福建中航技经贸发展有限公司,福建
54121,52053783,包头市第四医院,内蒙古
54122,52053752,北京市维世达德联企业管理咨询有限公司维世达诊所,北京
54123,52053771,洛阳市第一人民医院（陇海院区）,河南
54124,52044707,郴州市第四人民医院,湖南
54125,52053772,河南省职工医院,河南
54126,52053813,北京安达医院,北京
54127,52053810,乐昌市第二人民医院,广东
54128,52053913,大连市第三人民医院,辽宁
54129,52053843,闽侯县第二医院,福建
54130,52053795,德州市立医院,山东
54131,52053921,福建省福州儿童医院,福建
54132,52053917,缙云县第二人民医院,浙江
54133,52053367,浠水县人民医院,湖北
54134,52053199,杭州迪安（经销商自用或报损）,浙江
54135,52052992,东软威特曼生物科技（南京）有限公司,江苏
54136,52053551,南京港口医院,江苏
54137,52053486,东莞市长安镇乌沙医院,广东
54138,52053550,淮安市第四人民医院,江苏
54139,52040812,成都市第二人民医院,四川
54140,52040858,天津南开新阶层医院,天津
54141,52045901,扶余市人民医院,吉林
54142,52053552,昆山宗仁卿纪念医院有限公司,江苏
54143,52041076,隆回县人民医院,湖南
54144,52045948,福州市第八医院,福建
54145,52045835,惠州市第一人民医院,广东
54146,52041586,上海裕隆医学检验所股份有限公司,上海
54147,52041571,新乡市第二人民医院,河南
54148,52041587,淳安县第一人民医院,浙江
54149,52045886,日照市岚山区人民医院,山东
54150,52045944,梧州市龙圩区妇幼保健院,广西
54151,52046127,克拉玛依市人民医院,新疆
55714,52081266,北京永林医院,北京
54152,52046199,重庆南桐矿业有限责任公司总医院,重庆
54153,52046123,祁阳县人民医院,湖南
54154,52046202,简阳市中医医院,四川
54155,52046218,长沙医学院第一附属医院,湖南
54156,52041287,中华人民共和国满洲里出入境检验检疫局,内蒙古
54157,52044980,江阴市第四人民医院,江苏
54158,52053750,山东大学齐鲁医院德州医院,山东
54159,52045270,佛山市顺德区祈康医院,广东
54160,52041744,北京中医药大学第三附属医院,北京
54161,52041852,安庆市第一人民医院,安徽
54162,52041743,宁夏回族自治区第五人民医院,宁夏
54163,52041621,中山国际旅行卫生保健中心,广东
54164,52045658,巴城人民医院,江苏
54165,52042155,吉林省妇幼保健院,吉林
54166,52041944,惠安县医院,福建
54167,52042332,贵州中医药大学第一附属医院,贵州
54168,52042659,荥经县人民医院,四川
54169,52042028,南昌大学第一附属医院,江西
54170,52041943,佛山市三水区人民医院,广东
54171,52042156,包钢集团第三职工医院,内蒙古
54172,52054098,西安迪安托管共建-长武县人民医院,陕西
54173,52042475,温岭市妇幼保健院,浙江
54174,52042495,上海市第四人民医院,上海
54175,52042633,合肥市第二人民医院,安徽
54176,52054165,邢台市清河县人民医院,河北
54177,52054067,乌海市仁康医院,内蒙古
54178,52053943,湖北省公安县人民医院,湖北
54179,52045891,桓台县妇幼保健院,山东
54180,52053796,济宁市第二人民医院（济宁市骨科医院）,山东
54181,52042498,首都医科大学附属北京潞河医院,北京
54182,52041766,天津市红桥医院,天津
54183,52054207,许昌市妇幼保健院,河南
54184,52045927,赤峰市肿瘤医院,内蒙古
54185,52041585,英山县人民医院,湖北
54186,52053935,解放军第149医院,江苏
54187,52042892,安徽医科大学第二附属医院,安徽
54188,52046404,杭州市萧山区计划生育宣传技术指导站,浙江
54189,52042806,北京市医疗器械检验所,北京
54190,52043026,青岛康源药业有限公司,山东
54191,52043094,江阴市妇幼保健所,江苏
54192,52042969,如皋市中医院,江苏
54193,52043023,北京市房山区中医医院,北京
54194,52043147,塔西南勘探开发公司职工医院,新疆
54195,52043205,上海市奉贤区中医医院,上海
54196,52053936,成都市精神病医院,四川
54197,52054034,三原县医院,陕西
54198,52054367,怀远县中医院,安徽
54199,52054453,成都中医药大学附属生殖妇幼医院,四川
54200,52046321,山东第一医科大学第三附属医院,山东
54201,52046355,北京市出入境检验检疫局,北京
54202,52054604,万宁市中医院,海南
54203,52054110,上海锦绣华检门诊部有限公司,上海
54204,52054255,迪安诊断技术集团股份有限公司,浙江
54205,52054580,辽宁中医药大学附属第四医院,辽宁
54206,52045945,宜宾市第二人民医院,四川
54207,52054616,吉林省地方病第一防治研究所,吉林
54208,52054606,海南省临高县中医院,海南
54209,52054608,乐东黎族自治县中医院,海南
54210,52045973,山东第一医科大学附属眼科研究所,山东
54211,52054541,昭衍（苏州）新药研究中心有限公司,江苏
54212,52045933,江苏省中西医结合医院华电分院,江苏
54213,52054668,峨眉山市人民医院,四川
54214,52042719,海关总署(北京)国际旅行卫生保健中心(北京海关口岸门诊部),北京
54215,52042228,湖北省肿瘤医院,湖北
54216,52042500,沧州渤海新区中捷医院,河北
54217,52054720,津市市人民医院,湖南
54218,52042856,北京大学医学部,北京
54219,52054746,阜阳市太和县中医院,安徽
54220,52054806,大荔县医院,陕西
54221,52042898,湖州市传染病医院,浙江
54222,52054722,湘潭市第五人民医院,湖南
54223,52054889,长沙县妇幼保健院,湖南
54224,52054307,长阳土家族自治县人民医院,湖北
54225,52054592,深圳中信健康投资管理有限公司,广东
54226,52054622,陕西神华神东煤炭集团神东总医院,陕西
54227,52046093,解放军总医院第七医学中心附属八一儿童医院,北京
54228,52046131,成都西囡妇科医院,四川
54229,52054340,晋州市人民医院,河北
54230,52054390,西藏阜康医院有限公司,西藏
54231,52054736,无为市中医医院,安徽
54232,52054983,江西省中西医结合医院,江西
54233,52054069,乌海市海勃湾区人民医院,内蒙古
54234,52054094,高州市中医院（北院区）,广东
54235,52054466,桂林市第三人民医院,广西
54236,52054671,广州开发区医院南岗院区,广东
54237,52054514,上海天伟生物制药有限公司,上海
54238,52054666,海亮教育投资集团有限公司,浙江
54239,52054643,彭州市中医医院,四川
54240,52055217,凭祥市人民医院,广西
54241,52054664,北京大学第三医院中央党校院区,北京
54242,52055128,建平县第二人民医院,辽宁
54243,52055074,阜阳市第三人民医院,安徽
54244,52055121,福安市医院,福建
54245,52054712,北京市石景山区妇幼保健院,北京
54246,52054987,山丹县人民医院,甘肃
54247,52055249,临夏州中医院,甘肃
54248,52055227,广州中医药大学深圳医院(福田),广东
54249,52022474,靖远县人民医院,甘肃
54250,52022479,天水市中医医院,甘肃
54251,52022484,高唐县人民医院（老院区）,山东
54252,52022562,广州医科大学附属市八医院嘉禾院区,广东
54253,52022496,广州市番禺区健康管理中心,广东
54254,52022517,桂平市人民医院,广西
54255,52022541,中山大学附属第一医院东山院区,广东
54256,52022574,广州市妇女儿童医疗中心（妇婴医院院区）,广东
54257,52055123,邯郸市永年县第一医院,河北
54258,52022618,哈尔滨工程大学医院,黑龙江
54259,52022565,广州市越秀区妇幼保健院东山院区,广东
54260,52055399,重庆市江津区妇幼保健院,重庆
54261,52055429,湘西土家族苗族自治州民族中医院,湖南
54262,52055455,宽城县医院,河北
54263,52042809,呼伦贝尔市人民医院,内蒙古
54264,52042857,成都市锦江区妇幼保健院,四川
54265,52046480,广州医科大学附属番禺中心医院,广东
54266,52046621,兴安盟人民医院,内蒙古
54267,52042968,中国科学院昆明动物研究所,云南
54268,52043097,三台县人民医院,四川
54269,52046555,闽侯县医院(闽侯良浩医院),福建
54270,52054542,镇江市中医院,江苏
54271,52043159,广宁县人民医院,广东
54272,52043089,成都锦欣妇产科医院有限公司,四川
54273,52043155,郴州市第一人民医院南院,湖南
54274,52043217,黄浦区精神卫生中心,上海
54275,52043219,云浮市妇幼保健院,广东
54276,52046677,杭州金域医学检验实验室有限公司,浙江
54277,52043211,宝钢体检中心,上海
54278,52047135,徕博科医药研发（上海）有限公司,上海
54279,52043290,上海利民门诊部,上海
54280,52046955,首都医科大学,北京
54281,52047259,盘州市人民医院,贵州
54282,52043213,松江区车墩镇社区卫生服务中心,上海
54283,52047235,榆树市中医院,吉林
54284,52043203,上海美兆门诊部有限公司,上海
54285,52043272,广州市从化区中医医院,广东
54286,52043156,衡阳市中心医院,湖南
54287,52054721,深圳禾正医院,广东
54288,52055247,巩留县人民医院,新疆
54289,52055418,三明市台江医院,福建
